Geography,2020_Year_Wage,2019_Year_Wage,2018_Year_Wage
"Kanabec County, Minnesota",37284.0,38160.0,35976.0
"Kanawha County, West Virginia",51636.0,45396.0,42288.0
"Kandiyohi County, Minnesota",39728.0,38184.0,36936.0
"Kane County, Illinois",49192.0,46536.0,42528.0
"Kane County, Utah",31408.0,31320.0,31476.0
"Kankakee County, Illinois",43940.0,41100.0,44016.0
Kansas,52208.0,44364.0,41508.0
"Karnes County, Texas",70616.0,55116.0,39888.0
"Kauai County, Hawaii",45084.0,42936.0,47292.0
"Kaufman County, Texas",44408.0,41220.0,46980.0
"Kay County, Oklahoma",51012.0,39588.0,30000.0
"Kearney County, Nebraska",40768.0,35904.0,36828.0
"Kearny County, Kansas",42172.0,35112.0,46860.0
"Keith County, Nebraska",36972.0,33324.0,33912.0
"Kemper County, Mississippi",42588.0,36444.0,39732.0
"Kenai Peninsula Borough, Alaska",49816.0,47220.0,45552.0
"Kendall County, Illinois",42484.0,38832.0,39876.0
"Kendall County, Texas",50024.0,46560.0,41112.0
"Kenedy County, Texas",76284.0,65724.0,48936.0
"Kennebec County, Maine",43992.0,41844.0,36360.0
"Kenosha County, Wisconsin",42692.0,41544.0,37536.0
"Kent County, Maryland",40612.0,38484.0,56088.0
"Kent County, Michigan",51896.0,46740.0,47220.0
"Kent County, Rhode Island",51532.0,46800.0,41664.0
"Kent County, Texas",60268.0,36612.0,55620.0
"Kenton County, Kentucky",64376.0,53616.0,36756.0
Kentucky,49608.0,44040.0,55428.0
"Keokuk County, Iowa",38584.0,35556.0,35568.0
"Kern County, California",47320.0,44640.0,42936.0
"Kerr County, Texas",41444.0,39780.0,36360.0
"Kershaw County, South Carolina",38064.0,34764.0,33684.0
"Ketchikan Gateway Borough, Alaska",45344.0,45300.0,43896.0
"Kewaunee County, Wisconsin",41028.0,36696.0,39936.0
"Keweenaw County, Michigan",23504.0,25044.0,39228.0
"Keya Paha County, Nebraska",29692.0,30408.0,30060.0
"Kidder County, North Dakota",44876.0,35400.0,39204.0
"Kimball County, Nebraska",39468.0,35256.0,29184.0
"Kimble County, Texas",30316.0,29832.0,36312.0
"King County, Texas",42536.0,37692.0,31416.0
"King County, Washington",102960.0,86112.0,48492.0
"King George County, Virginia",56836.0,72744.0,43464.0
"King William County, Virginia",47060.0,41724.0,64140.0
"King and Queen County, Virginia",40300.0,35880.0,35196.0
"Kingfisher County, Oklahoma",51272.0,46512.0,40440.0
"Kingman County, Kansas",41340.0,32916.0,32436.0
"Kings County, California",42536.0,41772.0,40080.0
"Kings County, New York",45864.0,46680.0,39912.0
"Kingsbury County, South Dakota",40820.0,34620.0,28800.0
"Kinney County, Texas",39520.0,44280.0,39000.0
"Kiowa County, Colorado",42744.0,33936.0,33228.0
"Kiowa County, Kansas",32188.0,28584.0,31428.0
"Kiowa County, Oklahoma",32500.0,31920.0,43092.0
"Kit Carson County, Colorado",39260.0,34860.0,33540.0
"Kitsap County, Washington",45916.0,49752.0,71952.0
"Kittitas County, Washington",34476.0,40128.0,46032.0
"Kittson County, Minnesota",35048.0,34560.0,37212.0
"Klamath County, Oregon",37284.0,37032.0,34992.0
"Kleberg County, Texas",37024.0,37680.0,40320.0
"Klickitat County, Washington",55432.0,48216.0,43128.0
"Knott County, Kentucky",41912.0,32028.0,45180.0
"Knox County, Illinois",34424.0,33480.0,36852.0
"Knox County, Indiana",41132.0,37668.0,36648.0
"Knox County, Kentucky",32604.0,31080.0,29880.0
"Knox County, Maine",41964.0,38340.0,39300.0
"Knox County, Missouri",33020.0,27768.0,31524.0
"Knox County, Nebraska",35672.0,32472.0,33528.0
"Knox County, Ohio",43576.0,41328.0,38196.0
"Knox County, Tennessee",50856.0,46020.0,41568.0
"Knox County, Texas",51012.0,40656.0,35832.0
"Kodiak Island Borough, Alaska",45240.0,44688.0,42576.0
"Koochiching County, Minnesota",46904.0,42108.0,36384.0
"Kootenai County, Idaho",39988.0,37752.0,35556.0
"Kosciusko County, Indiana",59904.0,46668.0,39840.0
"Kossuth County, Iowa",45292.0,39348.0,36132.0
"Kusilvak Census Area, Alaska",35776.0,26052.0,27144.0
"La Crosse County, Wisconsin",47372.0,42588.0,37224.0
"La Paz County, Arizona",35464.0,35760.0,35004.0
"La Plata County, Colorado",48984.0,44256.0,43224.0
"La Salle County, Texas",71968.0,66336.0,39096.0
"LaGrange County, Indiana",43628.0,39984.0,43092.0
"LaMoure County, North Dakota",38376.0,36288.0,33756.0
"LaPorte County, Indiana",42120.0,38184.0,42480.0
"LaSalle County, Illinois",47892.0,42924.0,60156.0
"LaSalle Parish, Louisiana",40612.0,36384.0,42996.0
"Labette County, Kansas",37856.0,34752.0,28488.0
"Lac qui Parle County, Minnesota",35984.0,34008.0,37560.0
"Lackawanna County, Pennsylvania",43264.0,39792.0,34668.0
"Laclede County, Missouri",35412.0,32412.0,27252.0
"Lafayette County, Arkansas",30784.0,29424.0,28224.0
"Lafayette County, Florida",28288.0,30756.0,31152.0
"Lafayette County, Mississippi",36348.0,35844.0,39468.0
"Lafayette County, Missouri",33124.0,30948.0,31392.0
"Lafayette County, Wisconsin",38948.0,34248.0,38724.0
"Lafayette Parish, Louisiana",48204.0,44712.0,36084.0
"Lafourche Parish, Louisiana",56108.0,47028.0,44604.0
"Lajas Municipio, Puerto Rico",14664.0,16776.0,36684.0
"Lake County, California",39416.0,37164.0,36192.0
"Lake County, Colorado",43576.0,40188.0,38076.0
"Lake County, Florida",38792.0,36048.0,31620.0
"Lake County, Illinois",96512.0,70320.0,44880.0
"Lake County, Indiana",50180.0,45024.0,41844.0
"Lake County, Michigan",37076.0,32460.0,26160.0
"Lake County, Minnesota",46332.0,40716.0,35064.0
"Lake County, Montana",33904.0,34188.0,30960.0
"Lake County, Ohio",48984.0,44052.0,40716.0
"Lake County, Oregon",32812.0,37296.0,36552.0
"Lake County, South Dakota",43368.0,39540.0,35328.0
"Lake County, Tennessee",30316.0,37680.0,41496.0
"Lake and Peninsula Borough, Alaska",40144.0,37164.0,37548.0
"Lake of the Woods County, Minnesota",36400.0,33864.0,37956.0
"Lamar County, Alabama",43524.0,38004.0,36960.0
"Lamar County, Georgia",40092.0,36636.0,33636.0
"Lamar County, Mississippi",33280.0,30672.0,33408.0
"Lamar County, Texas",43888.0,40308.0,37800.0
"Lamb County, Texas",43576.0,40092.0,38388.0
"Lamoille County, Vermont",40976.0,38280.0,33540.0
"Lampasas County, Texas",34736.0,33720.0,36024.0
"Lancaster County, Nebraska",46228.0,42984.0,33840.0
"Lancaster County, Pennsylvania",48464.0,44136.0,40248.0
"Lancaster County, South Carolina",53612.0,45744.0,37596.0
"Lancaster County, Virginia",36816.0,33912.0,39252.0
"Lander County, Nevada",88868.0,76164.0,59652.0
"Lane County, Kansas",46540.0,36768.0,34476.0
"Lane County, Oregon",43836.0,41712.0,37764.0
"Langlade County, Wisconsin",36036.0,33540.0,33048.0
"Lanier County, Georgia",31460.0,30204.0,32676.0
"Lapeer County, Michigan",38064.0,37488.0,32580.0
"Laramie County, Wyoming",45604.0,45024.0,37416.0
"Lares Municipio, Puerto Rico",16224.0,16488.0,16500.0
"Larimer County, Colorado",55588.0,49776.0,47832.0
"Larue County, Kentucky",34736.0,31884.0,30996.0
"Las Animas County, Colorado",37908.0,35556.0,36744.0
"Las Mar¡as Municipio, Puerto Rico",12064.0,14304.0,15852.0
"Las Piedras Municipio, Puerto Rico",34008.0,27000.0,18924.0
"Lassen County, California",37544.0,44364.0,44196.0
"Latah County, Idaho",30888.0,35136.0,35640.0
"Latimer County, Oklahoma",44512.0,38316.0,32004.0
"Lauderdale County, Alabama",35516.0,33288.0,32328.0
"Lauderdale County, Mississippi",39832.0,35400.0,30960.0
"Lauderdale County, Tennessee",41652.0,36072.0,31692.0
"Laurel County, Kentucky",36036.0,34056.0,31704.0
"Laurens County, Georgia",37752.0,37404.0,31068.0
"Laurens County, South Carolina",42536.0,37572.0,42900.0
"Lavaca County, Texas",41236.0,39132.0,58044.0
"Lawrence County, Alabama",36764.0,32976.0,32256.0
"Lawrence County, Arkansas",33332.0,31176.0,30948.0
"Lawrence County, Illinois",43160.0,39456.0,40728.0
"Lawrence County, Indiana",45604.0,37500.0,37728.0
"Lawrence County, Kentucky",35724.0,32664.0,33444.0
"Lawrence County, Mississippi",53820.0,40344.0,36624.0
"Lawrence County, Missouri",35568.0,34152.0,30900.0
"Lawrence County, Ohio",35360.0,33624.0,39060.0
"Lawrence County, Pennsylvania",41444.0,39720.0,41316.0
"Lawrence County, South Dakota",38948.0,35316.0,37680.0
"Lawrence County, Tennessee",36712.0,33156.0,34704.0
"Le Flore County, Oklahoma",32136.0,35160.0,35424.0
"Le Sueur County, Minnesota",46436.0,41520.0,34500.0
"Lea County, New Mexico",56160.0,51732.0,39120.0
"Leake County, Mississippi",30576.0,29244.0,36924.0
"Leavenworth County, Kansas",39312.0,43380.0,37068.0
"Lebanon County, Pennsylvania",41652.0,40944.0,38340.0
"Lee County, Alabama",36244.0,37560.0,36384.0
"Lee County, Arkansas",33384.0,32232.0,31572.0
"Lee County, Florida",46176.0,42612.0,37056.0
"Lee County, Georgia",37596.0,33840.0,35664.0
"Lee County, Illinois",44772.0,44160.0,38640.0
"Lee County, Iowa",46748.0,41892.0,39912.0
"Lee County, Kentucky",37804.0,33072.0,31488.0
"Lee County, Mississippi",41860.0,37812.0,30648.0
"Lee County, North Carolina",42328.0,39048.0,34272.0
"Lee County, South Carolina",39520.0,34464.0,36144.0
"Lee County, Texas",47320.0,50424.0,38952.0
"Lee County, Virginia",30004.0,31032.0,33024.0
"Leelanau County, Michigan",35308.0,34764.0,36228.0
"Leflore County, Mississippi",31772.0,31812.0,34920.0
"Lehigh County, Pennsylvania",59332.0,52188.0,42504.0
"Lemhi County, Idaho",32292.0,33492.0,34236.0
"Lenawee County, Michigan",45916.0,39420.0,35736.0
"Lenoir County, North Carolina",39832.0,36336.0,37584.0
"Leon County, Florida",43212.0,42936.0,41412.0
"Leon County, Texas",58084.0,51360.0,46644.0
"Leslie County, Kentucky",37700.0,33564.0,32232.0
"Letcher County, Kentucky",35932.0,32616.0,34452.0
"Levy County, Florida",33436.0,31056.0,38760.0
"Lewis County, Idaho",31876.0,30312.0,31008.0
"Lewis County, Kentucky",33488.0,30612.0,31548.0
"Lewis County, Missouri",31772.0,31332.0,32952.0
"Lewis County, New York",39364.0,38292.0,42804.0
"Lewis County, Tennessee",30992.0,32280.0,31356.0
"Lewis County, Washington",45084.0,41220.0,45108.0
"Lewis County, West Virginia",49036.0,44940.0,43332.0
"Lewis and Clark County, Montana",43940.0,44160.0,35976.0
"Lexington City, Virginia",42952.0,41592.0,46548.0
"Lexington County, South Carolina",42640.0,40656.0,34788.0
"Liberty County, Florida",42484.0,35772.0,31944.0
"Liberty County, Georgia",39520.0,39012.0,33804.0
"Liberty County, Montana",34476.0,30228.0,39084.0
"Liberty County, Texas",51064.0,44472.0,48456.0
"Licking County, Ohio",44460.0,40104.0,34500.0
"Limestone County, Alabama",44408.0,45756.0,45852.0
"Limestone County, Texas",52052.0,41976.0,42324.0
"Lincoln County, Arkansas",33384.0,32772.0,32340.0
"Lincoln County, Colorado",37700.0,37212.0,35364.0
"Lincoln County, Georgia",32552.0,29472.0,35604.0
"Lincoln County, Idaho",37700.0,34476.0,30372.0
"Lincoln County, Kansas",45500.0,31284.0,38700.0
"Lincoln County, Kentucky",35568.0,31704.0,29388.0
"Lincoln County, Maine",40820.0,35124.0,36408.0
"Lincoln County, Minnesota",34580.0,32976.0,38952.0
"Lincoln County, Mississippi",39104.0,35112.0,32292.0
"Lincoln County, Missouri",40404.0,38028.0,31584.0
"Lincoln County, Montana",30368.0,33108.0,29640.0
"Lincoln County, Nebraska",40196.0,37488.0,40572.0
"Lincoln County, Nevada",33644.0,37524.0,61332.0
"Lincoln County, New Mexico",31668.0,30408.0,45036.0
"Lincoln County, North Carolina",44304.0,39492.0,36168.0
"Lincoln County, Oklahoma",40664.0,36516.0,34056.0
"Lincoln County, Oregon",35932.0,36492.0,39144.0
"Lincoln County, South Dakota",55796.0,48864.0,36876.0
"Lincoln County, Tennessee",37284.0,35460.0,30732.0
"Lincoln County, Washington",36712.0,36996.0,38784.0
"Lincoln County, West Virginia",30784.0,32136.0,43272.0
"Lincoln County, Wisconsin",46644.0,38592.0,34920.0
"Lincoln County, Wyoming",51584.0,44856.0,43284.0
"Lincoln Parish, Louisiana",36244.0,33792.0,34872.0
"Linn County, Iowa",59904.0,50304.0,42600.0
"Linn County, Kansas",54340.0,41184.0,33300.0
"Linn County, Missouri",38740.0,31896.0,36012.0
"Linn County, Oregon",43940.0,41724.0,36756.0
"Lipscomb County, Texas",50284.0,49764.0,39732.0
"Litchfield County, Connecticut",47788.0,45048.0,43764.0
"Little River County, Arkansas",70200.0,47340.0,46704.0
"Live Oak County, Texas",69264.0,56412.0,53712.0
"Livingston County, Illinois",47268.0,43236.0,41652.0
"Livingston County, Kentucky",53716.0,43860.0,32892.0
"Livingston County, Michigan",46176.0,42264.0,40644.0
"Livingston County, Missouri",34684.0,32004.0,31164.0
"Livingston County, New York",39364.0,39216.0,37632.0
"Livingston Parish, Louisiana",38844.0,36336.0,33588.0
"Llano County, Texas",36504.0,35904.0,46260.0
"Logan County, Arkansas",33748.0,30792.0,30660.0
"Logan County, Colorado",40612.0,38220.0,36912.0
"Logan County, Illinois",43212.0,40776.0,40440.0
"Logan County, Kansas",35048.0,31692.0,36816.0
"Logan County, Kentucky",45396.0,42216.0,40572.0
"Logan County, Nebraska",28184.0,29004.0,33972.0
"Logan County, North Dakota",29796.0,29292.0,33372.0
"Logan County, Ohio",45552.0,43536.0,39120.0
"Logan County, Oklahoma",35048.0,33336.0,34296.0
"Logan County, West Virginia",44096.0,41208.0,33456.0
"Long County, Georgia",27768.0,32568.0,28824.0
"Lonoke County, Arkansas",35152.0,32832.0,31896.0
"Lorain County, Ohio",43940.0,40740.0,42756.0
"Los Alamos County, New Mexico",98592.0,81180.0,42612.0
"Los Angeles County, California",68068.0,61932.0,59892.0
"Loudon County, Tennessee",44616.0,40848.0,35832.0
"Loudoun County, Virginia",71968.0,61560.0,38160.0
"Louisa County, Iowa",44356.0,38136.0,48288.0
"Louisa County, Virginia",52468.0,46008.0,57348.0
Louisiana,50908.0,45492.0,56124.0
"Loup County, Nebraska",23296.0,22740.0,27360.0
"Love County, Oklahoma",32552.0,33552.0,32856.0
"Lowndes County, Alabama",50960.0,44220.0,41808.0
"Lowndes County, Georgia",36244.0,35592.0,30240.0
"Lowndes County, Mississippi",46124.0,39900.0,34884.0
"Lo¡za Municipio, Puerto Rico",28600.0,18684.0,26664.0
"Lubbock County, Texas",42848.0,41640.0,43872.0
"Lucas County, Iowa",46904.0,38904.0,37056.0
"Lucas County, Ohio",52780.0,46308.0,41880.0
"Luce County, Michigan",28028.0,35556.0,39480.0
"Lumpkin County, Georgia",32396.0,34524.0,34368.0
"Luna County, New Mexico",29952.0,33552.0,65988.0
"Lunenburg County, Virginia",34996.0,33300.0,42036.0
"Luquillo Municipio, Puerto Rico",20020.0,19236.0,20652.0
"Luzerne County, Pennsylvania",44616.0,41592.0,46956.0
"Lycoming County, Pennsylvania",43836.0,41820.0,40596.0
"Lyman County, South Dakota",27352.0,28536.0,41892.0
"Lynchburg City, Virginia",46020.0,41676.0,40668.0
"Lynn County, Texas",63648.0,45096.0,41256.0
"Lyon County, Iowa",36868.0,36228.0,36852.0
"Lyon County, Kansas",37232.0,33564.0,30936.0
"Lyon County, Kentucky",28860.0,30180.0,39228.0
"Lyon County, Minnesota",50076.0,41148.0,34068.0
"Lyon County, Nevada",45344.0,42048.0,36012.0
"Mackinac County, Michigan",37700.0,32364.0,33480.0
"Macomb County, Michigan",57304.0,52308.0,36636.0
"Macon County, Alabama",31668.0,40920.0,39348.0
"Macon County, Georgia",44668.0,38952.0,31272.0
"Macon County, Illinois",57148.0,48492.0,47868.0
"Macon County, Missouri",32500.0,31116.0,31908.0
"Macon County, North Carolina",37544.0,32748.0,32628.0
"Macon County, Tennessee",33644.0,31524.0,31332.0
"Macoupin County, Illinois",39728.0,34404.0,43128.0
"Madera County, California",43628.0,41244.0,40104.0
"Madison County, Alabama",63596.0,57396.0,54840.0
"Madison County, Arkansas",36244.0,33000.0,32004.0
"Madison County, Florida",32812.0,30720.0,34488.0
"Madison County, Georgia",35620.0,33060.0,35952.0
"Madison County, Idaho",30316.0,29664.0,32340.0
"Madison County, Illinois",44460.0,41664.0,35304.0
"Madison County, Indiana",41028.0,37080.0,35496.0
"Madison County, Iowa",36400.0,35076.0,35580.0
"Madison County, Kentucky",40456.0,38316.0,35400.0
"Madison County, Mississippi",44720.0,40404.0,38256.0
"Madison County, Missouri",31200.0,28728.0,29736.0
"Madison County, Montana",45344.0,38448.0,36600.0
"Madison County, Nebraska",41912.0,38772.0,31680.0
"Madison County, New York",42848.0,40356.0,38628.0
"Madison County, North Carolina",34840.0,32412.0,31464.0
"Madison County, Ohio",40300.0,40200.0,42600.0
"Madison County, Tennessee",43524.0,40452.0,32868.0
"Madison County, Texas",37804.0,36360.0,45876.0
"Madison County, Virginia",36608.0,33960.0,31980.0
"Madison Parish, Louisiana",29848.0,29088.0,32988.0
"Magoffin County, Kentucky",30004.0,28392.0,35244.0
"Mahaska County, Iowa",43524.0,40296.0,36204.0
"Mahnomen County, Minnesota",37700.0,34716.0,39912.0
"Mahoning County, Ohio",39468.0,37320.0,39360.0
Maine,50076.0,43572.0,54348.0
"Major County, Oklahoma",43992.0,38940.0,30336.0
"Malheur County, Oregon",33956.0,34896.0,38832.0
"Manassas City, Virginia",71188.0,60972.0,45180.0
"Manassas Park City, Virginia",48152.0,45408.0,54324.0
"Manatee County, Florida",44668.0,40896.0,32904.0
"Manat¡ Municipio, Puerto Rico",33852.0,27912.0,22896.0
"Manistee County, Michigan",42900.0,38856.0,47856.0
"Manitowoc County, Wisconsin",44720.0,40164.0,38388.0
"Marathon County, Wisconsin",48620.0,43812.0,40368.0
"Marengo County, Alabama",45552.0,38556.0,37200.0
"Maricao Municipio, Puerto Rico",25584.0,22260.0,25980.0
"Maricopa County, Arizona",60528.0,51996.0,50124.0
"Maries County, Missouri",31408.0,29400.0,27792.0
"Marin County, California",81900.0,68256.0,67068.0
"Marinette County, Wisconsin",41600.0,39360.0,41652.0
"Marion County, Alabama",35464.0,33456.0,33156.0
"Marion County, Arkansas",33800.0,29700.0,28644.0
"Marion County, Florida",38844.0,36492.0,38460.0
"Marion County, Georgia",33072.0,29796.0,30984.0
"Marion County, Illinois",39156.0,35664.0,39192.0
"Marion County, Indiana",67236.0,54600.0,42084.0
"Marion County, Iowa",54652.0,46788.0,40356.0
"Marion County, Kansas",32708.0,29496.0,38064.0
"Marion County, Kentucky",43056.0,38424.0,30864.0
"Marion County, Mississippi",38116.0,34848.0,38448.0
"Marion County, Missouri",38948.0,35532.0,30528.0
"Marion County, Ohio",42900.0,39396.0,36888.0
"Marion County, Oregon",43992.0,44604.0,35700.0
"Marion County, South Carolina",33176.0,31056.0,31752.0
"Marion County, Tennessee",38272.0,35244.0,38400.0
"Marion County, Texas",32500.0,31800.0,34656.0
"Marion County, West Virginia",45136.0,40596.0,41988.0
"Mariposa County, California",31200.0,38484.0,36828.0
"Marlboro County, South Carolina",42016.0,38916.0,33456.0
"Marquette County, Michigan",42744.0,40488.0,38472.0
"Marquette County, Wisconsin",43784.0,36300.0,38676.0
"Marshall County, Alabama",37388.0,34716.0,33660.0
"Marshall County, Illinois",39676.0,35460.0,35040.0
"Marshall County, Indiana",40300.0,36672.0,47520.0
"Marshall County, Iowa",46280.0,42408.0,44172.0
"Marshall County, Kansas",39780.0,35304.0,30384.0
"Marshall County, Kentucky",53924.0,47472.0,39900.0
"Marshall County, Minnesota",41600.0,40896.0,34476.0
"Marshall County, Mississippi",40664.0,37152.0,35172.0
"Marshall County, Oklahoma",39156.0,35892.0,38640.0
"Marshall County, South Dakota",43212.0,38076.0,31272.0
"Marshall County, Tennessee",41964.0,39072.0,35568.0
"Marshall County, West Virginia",64012.0,61524.0,44688.0
"Martin County, Florida",44304.0,40248.0,36240.0
"Martin County, Indiana",48672.0,66180.0,42432.0
"Martin County, Kentucky",32344.0,40140.0,46428.0
"Martin County, Minnesota",42016.0,40428.0,40116.0
"Martin County, North Carolina",30940.0,29880.0,31008.0
"Martin County, Texas",50960.0,54516.0,35076.0
"Martinsville City, Virginia",34528.0,30648.0,42240.0
Maryland,64948.0,58128.0,60276.0
"Mason County, Illinois",33540.0,34908.0,33228.0
"Mason County, Kentucky",42744.0,39012.0,39768.0
"Mason County, Michigan",42484.0,37872.0,38844.0
"Mason County, Texas",32760.0,31656.0,45804.0
"Mason County, Washington",36764.0,40308.0,36084.0
"Mason County, West Virginia",53768.0,42804.0,63264.0
"Massac County, Illinois",50388.0,40500.0,35388.0
Massachusetts,85956.0,69636.0,81780.0
"Matagorda County, Texas",70096.0,51984.0,38040.0
"Matanuska-Susitna Borough, Alaska",43940.0,41652.0,39852.0
"Mathews County, Virginia",26884.0,26964.0,30984.0
"Maui + Kalawao County, Hawaii",46852.0,43452.0,42516.0
"Maunabo Municipio, Puerto Rico",20124.0,28656.0,21636.0
"Maury County, Tennessee",52260.0,44160.0,40692.0
"Maverick County, Texas",27716.0,32376.0,45588.0
"Mayagez Municipio, Puerto Rico",21164.0,22644.0,26136.0
"Mayes County, Oklahoma",44564.0,41844.0,35700.0
"McClain County, Oklahoma",37388.0,35976.0,31908.0
"McCone County, Montana",44824.0,38196.0,33312.0
"McCook County, South Dakota",37752.0,33600.0,29520.0
"McCracken County, Kentucky",45968.0,41952.0,31836.0
"McCreary County, Kentucky",26364.0,32376.0,38616.0
"McCulloch County, Texas",41288.0,38520.0,43008.0
"McCurtain County, Oklahoma",36660.0,33924.0,35628.0
"McDonald County, Missouri",36764.0,33792.0,31884.0
"McDonough County, Illinois",33332.0,36768.0,38112.0
"McDowell County, North Carolina",38844.0,34740.0,36648.0
"McDowell County, West Virginia",46592.0,43272.0,39816.0
"McDuffie County, Georgia",37024.0,33396.0,33252.0
"McHenry County, Illinois",44824.0,41796.0,37644.0
"McHenry County, North Dakota",49556.0,44052.0,31416.0
"McIntosh County, Georgia",32396.0,30936.0,31404.0
"McIntosh County, North Dakota",40352.0,34536.0,39096.0
"McIntosh County, Oklahoma",28340.0,29088.0,31752.0
"McKean County, Pennsylvania",40872.0,38496.0,40344.0
"McKenzie County, North Dakota",89648.0,75936.0,42744.0
"McKinley County, New Mexico",30056.0,34620.0,32340.0
"McLean County, Illinois",68640.0,48504.0,44736.0
"McLean County, Kentucky",40508.0,37956.0,33300.0
"McLean County, North Dakota",70668.0,55644.0,66180.0
"McLennan County, Texas",48256.0,43284.0,40116.0
"McLeod County, Minnesota",45084.0,42612.0,39348.0
"McMinn County, Tennessee",44616.0,40488.0,40824.0
"McMullen County, Texas",63180.0,51960.0,44328.0
"McNairy County, Tennessee",34008.0,31512.0,37716.0
"McPherson County, Kansas",52468.0,44832.0,35016.0
"McPherson County, Nebraska",36088.0,31584.0,24420.0
"McPherson County, South Dakota",34528.0,30216.0,32940.0
"Meade County, Kansas",53352.0,39624.0,35712.0
"Meade County, Kentucky",40924.0,35352.0,37128.0
"Meade County, South Dakota",39832.0,38796.0,36888.0
"Meagher County, Montana",29900.0,28752.0,34512.0
"Mecklenburg County, North Carolina",84968.0,63168.0,40092.0
"Mecklenburg County, Virginia",35724.0,32664.0,27960.0
"Mecosta County, Michigan",37700.0,36624.0,36360.0
"Medina County, Ohio",46176.0,41148.0,38664.0
"Medina County, Texas",37752.0,35592.0,32328.0
"Meeker County, Minnesota",40144.0,37332.0,38292.0
"Meigs County, Ohio",29380.0,29856.0,36768.0
"Meigs County, Tennessee",42432.0,37476.0,40272.0
"Mellette County, South Dakota",21476.0,25152.0,34104.0
"Menard County, Illinois",33592.0,29988.0,36504.0
"Menard County, Texas",23868.0,26232.0,33048.0
"Mendocino County, California",40040.0,38364.0,36936.0
"Menifee County, Kentucky",34632.0,30960.0,33348.0
"Menominee County, Michigan",38428.0,34656.0,36996.0
"Menominee County, Wisconsin",11492.0,31728.0,31104.0
"Merced County, California",41080.0,40860.0,38796.0
"Mercer County, Illinois",35412.0,30996.0,29916.0
"Mercer County, Kentucky",51376.0,45696.0,34092.0
"Mercer County, Missouri",41652.0,34764.0,33948.0
"Mercer County, New Jersey",94796.0,68796.0,62232.0
"Mercer County, North Dakota",72488.0,65976.0,55284.0
"Mercer County, Ohio",39676.0,37920.0,30816.0
"Mercer County, Pennsylvania",43420.0,40176.0,38772.0
"Mercer County, West Virginia",37596.0,35952.0,39192.0
"Meriwether County, Georgia",40300.0,35088.0,30828.0
"Merrick County, Nebraska",37076.0,37632.0,37512.0
"Merrimack County, New Hampshire",54704.0,49824.0,53820.0
"Mesa County, Colorado",45292.0,42324.0,41004.0
"Metcalfe County, Kentucky",36244.0,33936.0,41820.0
"Miami County, Indiana",37440.0,35268.0,58488.0
"Miami County, Kansas",40092.0,35880.0,37020.0
"Miami County, Ohio",44564.0,40992.0,38184.0
"Miami-Dade County, Florida",59124.0,52260.0,42744.0
Michigan,57616.0,50748.0,87300.0
"Middlesex County, Connecticut",58708.0,53292.0,51432.0
"Middlesex County, Massachusetts",103584.0,82632.0,55476.0
"Middlesex County, New Jersey",72592.0,61272.0,63996.0
"Middlesex County, Virginia",32760.0,32760.0,33912.0
"Midland County, Michigan",72176.0,57996.0,45336.0
"Midland County, Texas",86320.0,72576.0,37464.0
"Mifflin County, Pennsylvania",40456.0,37692.0,38400.0
"Milam County, Texas",41600.0,38472.0,61224.0
"Millard County, Utah",42952.0,38460.0,32136.0
"Mille Lacs County, Minnesota",33592.0,34164.0,35364.0
"Miller County, Arkansas",39988.0,37536.0,36576.0
"Miller County, Georgia",33904.0,34164.0,33912.0
"Miller County, Missouri",32136.0,29796.0,31332.0
"Mills County, Iowa",45604.0,40992.0,41508.0
"Mills County, Texas",34632.0,32052.0,35844.0
"Milwaukee County, Wisconsin",59020.0,50976.0,36948.0
"Miner County, South Dakota",36036.0,31560.0,25896.0
"Mineral County, Colorado",33020.0,27024.0,27048.0
"Mineral County, Montana",28704.0,30228.0,28740.0
"Mineral County, Nevada",54808.0,49212.0,41880.0
"Mineral County, West Virginia",45656.0,40776.0,35784.0
"Mingo County, West Virginia",45500.0,41244.0,39672.0
"Minidoka County, Idaho",38272.0,35880.0,29928.0
"Minnehaha County, South Dakota",52832.0,46392.0,34596.0
Minnesota,65260.0,55056.0,61572.0
"Missaukee County, Michigan",38064.0,34692.0,47724.0
Mississippi,41080.0,37548.0,73392.0
"Mississippi County, Arkansas",54756.0,48588.0,47172.0
"Mississippi County, Missouri",32136.0,29340.0,29676.0
"Missoula County, Montana",42328.0,40188.0,31068.0
Missouri,54132.0,46632.0,51732.0
"Mitchell County, Georgia",34996.0,31680.0,31764.0
"Mitchell County, Iowa",42640.0,43944.0,38988.0
"Mitchell County, Kansas",39572.0,33144.0,34536.0
"Mitchell County, North Carolina",40612.0,36120.0,52284.0
"Mitchell County, Texas",51532.0,40176.0,34344.0
"Mobile County, Alabama",48776.0,44868.0,43872.0
"Moca Municipio, Puerto Rico",15444.0,16128.0,20904.0
"Modoc County, California",33176.0,36300.0,35940.0
"Moffat County, Colorado",52832.0,46656.0,45192.0
"Mohave County, Arizona",40040.0,36348.0,35352.0
"Moniteau County, Missouri",38272.0,33600.0,29724.0
"Monmouth County, New Jersey",59852.0,52368.0,57612.0
"Mono County, California",33124.0,37392.0,35724.0
"Monona County, Iowa",36660.0,33456.0,37608.0
"Monongalia County, West Virginia",55172.0,49020.0,44724.0
"Monroe County, Alabama",48672.0,40032.0,39720.0
